ID	SENTENCE	DOMINANT	POLARITY	AGREEMENT
226	Others believe that Rather is stepping down due to this report and investigation.	disgust	negative	1
149	The US though is seen as not wanting to do this, for two reasons:  A low dollar relative the euro means that all exports from the US to Europe are cheaper for Europeans to buy, increasing the likelihood that Europeans will buy US items and thus helping the US economy Many actions which governments have done in the past to bolster unnaturally their currency have been fought by the market, and the market won.	fear	negative	1
3678	"In visible light, the glare of the star completely overwhelms the glimmer of light reflected by the planet," Charbonneau said.	none	neutral	0
234	Amid protests of up to 200,000 over Ukraine's disputed presidential election, officially declared loser Viktor Yushchenko has called on the army and police to join a revolution against the government.	disgust	negative	1
150	The most famous example is George Soros' "breaking of the Bank of England"One side-issue that this discussion might evoke is that of the exchange rate between the dollar and the Chinese yuan, which is fixed by China.	fear	negative	1
3679	"In infrared, the star-planet contrast is more favorable because the planet emits its own light."	pleasantness	positive	1
2528	Opposition parties expressed a range of responses on this hotly contested topic.	anger	negative	1
235	This comes after Yushchenko was symbolically sworn-in by deputies this weekend.	anger	negative	1
152	This makes things from China on average 50% cheaper for a US consumer than they should be.	anger	negative	1
3918	"The secessionist forces plot to stir up public sentiments to embolden themselves.	disgust	negative	1
4117	He is likely to return to Parliament on the basis of his strong hold on the Manurewa electorate seat.	joy	positive	1
243	Congressional lawmakers rejected the proposal in October, although industry experts say the deal had been killed by the Pentagon because of reports stating that the deal had favored Boeing.	disgust	negative	1
4161	They said they did not accept Bakiyev as their leader.	fear	negative	1
3009	Taiwan views the development as violating international norms for peacefully resolving disputes.	anger	negative	1
247	However, no-bid contracts are only open to the company selected by the procuring agency.	anger	negative	1
4214	Strong play by the Cardinal led to a 64-53 lead with 3:27 remaining.	joy	positive	1
248	This leaves no-bid contracts open to accusations of conflicts of interest among the procurement personnel.	anger	negative	1
178	He also expressed optimism that other creditor nations, including neighbors in the Middle East as well as several Eastern European nations, may follow the West's lead in forgiving Iraqi debt.	joy	positive	1
4391	He added that he had "the desire to help so that the newly elected president is legitimate."	pleasantness	positive	1
253	The following is a sequential email exchange regarding Airbus as recorded in the Congressional Record:  Special Asst.	none	neutral	0
4404	Arar denies this allegation.	disgust	negative	1
256	But maybe we should sleep on it."	calmness	positive	1
4642	Nonetheless, the rise of a non-Italian pope in 1978 may be followed by a desire to reclaim the chair by Italians.	anger	negative	1
3417	There were no reports of violence or unrest at the rally.	calmness	positive	1
258	He admits that they were not technically qualified!	anger	negative	1
186	Lula said Brazil will support Russia to enter the World Trade Organization, but Russia did not agree with the end of the embargo of Brazilian meat.	anger	negative	1
4711	The apparent motive of the Saturday attack was to free detainees.	fear	negative	1
3508	The blast caused the largest death toll this year in an area affected by religious conflict and tribal uprisings.	sadness	negative	1
262	What BS .	anger	negative	1
193	Indymedia web site quotes Elizabeth Nadeau, a 27-year-old student, as saying "Prison will not deter us.	eagerness	positive	1
4771	Intentionally being untruthful at a Congressional hearing is considered the crime of perjury.	disgust	negative	1
3519	A county investigator suspects that the explosion was caused by propane gas.	sadness	negative	1
265	should not have been surprised at the slime .	anger	negative	1
4774	"Is that correct?"	fear	negative	1
279	Assistant Secretary of the Air Force for Acquisition Marvin Sambur defended the Air Force's exclusive consideration of Boeing, saying, "This was not a competitive bid process.	eagerness	positive	1
3592	The event stirred national attention as it sparked comparisons to the Terri Schiavo case in Florida.	disgust	negative	1
229	Rather [decided] today that it would be better for him to step down on his own terms."	eagerness	positive	1
3776	The blast caused serious damage to the shopping center, breaking windows, causing false ceilings to collapse, and pillars to warp within a radius of several hundred meters.	fear	negative	1
3862	Her injuries, more serious than initially reported, were caused by a projectile that burst her shoulder open and punctured her lungs.	sadness	negative	1
4023	According to a spokesman for Singh, the Indian prime minister expressed "great disappointment" and said that it could have "negative consequences" for the security of India.	disgust	negative	1
246	Such contracts are often justified by the speed they offer, eliminating a preliminary bid and selection round that may last months.	pleasantness	positive	1
4566	Local, state and federal officers had mobilized in case confrontations arose.	fear	negative	1
268	his day of reckoning will come hopefully."	anger	negative	1
4600	Widespread criticism of the Wolfowitz role in the US build-up to war in Iraq heightened levels of security concerns within the bank as they anticipate his arrival.	disgust	negative	1
273	"An email from Burkhardt & Associates to James Roche advises the Secretary to release fiscal numbers favorable to Boeing, apparently regardless of the facts: "I'd distribute a one page memo saying the per plane cost of the lease will not be greater than x and have x be less than the last lease Boeing did for some commercial entity--or that x is y dollars less than the cost of a new tanker," it said.	disgust	negative	1
288	As the court announced its decision Ukraine's opposition leader Viktor Yushchenko spoke to thousands of his supporters telling them that "This was only the beginning".	disgust	negative	1
295	Although Hayden was clearly out, he refused to walk, insisting after the incident with Craig McMillan in the previous test, that the field umpires called for the video replay, which quickly ruled that he was out.	anger	negative	1
298	Damien Martyn briefly stepped in, but was cheaply dismissed for 7, only to be replaced by Darren Lehmann, who is not out on 28.	disgust	negative	1
4861	“Filthy pigs!	disgust	negative	1
299	The best performance of the innings though, came from Justin Langer, who is currently not out on 144.	pleasantness	positive	1
4962	He added: "The stress and the whole thing and the stomach cramps and the nerves.	fear	negative	1
312	The voter turnout was around 57% of all eligible voters, which number 18 million people in a country of 21.7 million.	pleasantness	positive	1
5317	April 12, 2005In what authorities call a terrible tragedy, a four-year-old boy was killed Sunday afternoon by the family dog.	sadness	negative	1
313	However the PSD did not gain the vote majority needed to declare an outright victory, and it will now proceed to a run-off election against the centre-left opposition.	disgust	negative	1
5480	It is a topic that draws strong views from both sides of the argument, and probably explains why the Commonwealth of Virginia has been strangely quiet on the subject.	anger	negative	1
319	Năstase's PSD+PUR coalition was also supported because they are credited with saving Romania from economic collapse during their presidential and legislative term from 2000 until the present time.	pleasantness	positive	1
5502	Many scandals and kickbacks are documented and criminal prosecutions for bribery, sanctions busting, money laundering and fraud are expected to lead to dozens of arrests in many countries.	disgust	negative	1
322	Băsescu won a majority in Bucharest, Romania's capital, as well as in the wealthier cities of Transylvania.	pleasantness	positive	1
5659	Ethiopian Hailu Negussie won the men's race in 2:11:45.	pleasantness	positive	1
326	Because the PSD+PUR coalition did not gather the majority of the votes (50%+1), it will have to form a governing coalition with the minor parties, a process which is expected to be tedious given the fact that both of the major parties have ruled out entering into a coalition with ultra-nationalist The Greater Romania Party, which obtained around 12% of the vote.	anger	negative	1
5662	The women's wheelchair race was won by Cheri Blauwet, who also won the event in 2004.	pleasantness	positive	1
327	Sunday, November 28, 2004  A more efficient way to produce useable hydrogen has been demonstrated by researchers.	pleasantness	positive	1
5686	Asked about his chances for Tour success, he expressed hope tempered with praise for his opponents.	pleasantness	positive	1
328	It uses very high-temperature electrolysis to separate hydrogen from water, so that hydrogen may be used for energy production.	pleasantness	positive	1
5781	An advisory committee meeting will be held in the fall to ease the transition.	eagerness	positive	1
339	I thank everyone for their thoughts and e-mails, I hope to talk to you when I get my computer back.A diverse group of users, both friends and strangers, have posted over 5,000 comments on the journal, positive and negative, transforming the case into an Internet phenomenon.	joy	positive	1
5866	That is correct.	pleasantness	positive	1
342	She was also a member of the Academic Decathlon team (ACDC) and sang in the choir, a profile that has left many people questioning her involvement in the killing and asking what motive there might be.	disgust	negative	1
345	Monday, November 29, 2004  CAWKER CITY, KANSAS — People in Kansas like to just go have a look at things from time to time, particularly if it is kitchy and big.	joy	positive	1
5875	So congratulations, that's very impressive.	pleasantness	positive	1
5916	Those days tend to be a little bit more mellow.	eagerness	positive	1
5940	We're pretty secluded, so I don't have to worry too much about crazy drivers.	calmness	positive	1
5949	Sometimes it's easier to go straight from home.	eagerness	positive	1
6005	It was pretty neat to see him finishing strong.	pleasantness	positive	1
6032	Yeah, actually, I won $2100.	joy	positive	1
6034	Which is pretty nice.	pleasantness	positive	1
6076	That goes along with being alive in our world.	pleasantness	positive	1
